REGIONE,NOME_REGIONE,MESE,GIORNO,DECESSI_2015,DECESSI_2016,DECESSI_2017,DECESSI_2018,DECESSI_2019
05,Veneto,1,1,153,156,154,168,167
05,Veneto,1,2,157,154,187,155,155
05,Veneto,1,3,163,146,192,150,138
05,Veneto,1,4,181,157,155,128,146
05,Veneto,1,5,195,153,169,167,162
05,Veneto,1,6,178,161,160,151,146
05,Veneto,1,7,165,171,154,145,133
05,Veneto,1,8,177,139,171,175,172
05,Veneto,1,9,172,140,165,174,154
05,Veneto,1,10,184,129,213,167,156
05,Veneto,1,11,200,155,174,180,150
05,Veneto,1,12,196,146,192,160,152
05,Veneto,1,13,161,147,199,165,187
05,Veneto,1,14,154,149,194,149,133
05,Veneto,1,15,200,153,164,165,150
05,Veneto,1,16,185,151,170,143,166
05,Veneto,1,17,180,120,202,172,163
05,Veneto,1,18,184,140,209,170,155
05,Veneto,1,19,164,142,202,157,145
05,Veneto,1,20,171,150,194,143,153
05,Veneto,1,21,166,142,178,156,168
05,Veneto,1,22,161,141,173,178,158
05,Veneto,1,23,156,153,217,166,175
05,Veneto,1,24,168,137,224,169,146
05,Veneto,1,25,179,131,164,159,157
05,Veneto,1,26,163,146,171,160,160
05,Veneto,1,27,146,143,150,143,151
05,Veneto,1,28,174,148,186,147,170
05,Veneto,1,29,155,165,182,153,153
05,Veneto,1,30,185,166,186,153,195
05,Veneto,1,31,144,122,178,151,168
05,Veneto,2,1,154,177,180,167,183
05,Veneto,2,2,163,150,176,180,170
05,Veneto,2,3,161,143,186,147,168
05,Veneto,2,4,166,166,174,124,147
05,Veneto,2,5,193,162,185,155,184
05,Veneto,2,6,152,151,163,146,151
05,Veneto,2,7,157,161,154,160,157
05,Veneto,2,8,151,135,148,166,168
05,Veneto,2,9,134,150,162,157,173
05,Veneto,2,10,151,144,159,149,153
05,Veneto,2,11,158,141,149,144,183
05,Veneto,2,12,148,158,144,162,171
05,Veneto,2,13,171,145,150,156,169
05,Veneto,2,14,132,154,152,153,188
05,Veneto,2,15,147,140,178,172,163
05,Veneto,2,16,168,138,153,160,180
05,Veneto,2,17,148,150,181,143,160
05,Veneto,2,18,169,150,165,152,190
05,Veneto,2,19,182,122,153,150,156
05,Veneto,2,20,174,131,145,145,171
05,Veneto,2,21,134,160,150,169,140
05,Veneto,2,22,164,149,168,140,150
05,Veneto,2,23,149,144,148,162,164
05,Veneto,2,24,160,134,138,147,148
05,Veneto,2,25,144,137,138,128,165
05,Veneto,2,26,155,170,124,146,152
05,Veneto,2,27,170,130,141,172,191
05,Veneto,2,28,145,141,149,145,150
05,Veneto,2,29,0,152,0,0,0
05,Veneto,3,1,146,153,158,160,169
05,Veneto,3,2,133,134,145,184,154
05,Veneto,3,3,157,153,140,149,167
05,Veneto,3,4,163,147,128,151,157
05,Veneto,3,5,150,141,153,170,153
05,Veneto,3,6,140,129,171,159,143
05,Veneto,3,7,144,124,145,154,122
05,Veneto,3,8,144,136,126,172,151
05,Veneto,3,9,126,144,135,142,128
05,Veneto,3,10,179,133,154,135,146
05,Veneto,3,11,153,150,148,157,142
05,Veneto,3,12,144,159,154,156,147
05,Veneto,3,13,148,149,137,144,139
05,Veneto,3,14,141,124,129,165,129
05,Veneto,3,15,145,145,134,131,141
05,Veneto,3,16,153,142,145,145,144
05,Veneto,3,17,156,167,139,152,117
05,Veneto,3,18,127,162,131,126,121
05,Veneto,3,19,147,145,119,141,127
05,Veneto,3,20,110,138,160,136,132
05,Veneto,3,21,137,144,140,146,117
05,Veneto,3,22,140,133,144,122,127
05,Veneto,3,23,147,146,141,161,146
05,Veneto,3,24,142,131,142,117,130
05,Veneto,3,25,151,114,145,130,144
05,Veneto,3,26,154,150,145,137,132
05,Veneto,3,27,146,128,117,134,131
05,Veneto,3,28,135,152,165,118,122
05,Veneto,3,29,119,144,113,148,116
05,Veneto,3,30,152,147,138,138,136
05,Veneto,3,31,142,133,133,139,118
05,Veneto,4,1,135,135,141,134,132
05,Veneto,4,2,133,112,122,129,126
05,Veneto,4,3,141,130,110,133,148
05,Veneto,4,4,127,142,147,125,169
05,Veneto,4,5,146,136,134,134,130
05,Veneto,4,6,127,122,134,132,117
05,Veneto,4,7,123,144,134,118,140
05,Veneto,4,8,130,142,110,131,114
05,Veneto,4,9,132,121,130,133,141
05,Veneto,4,10,152,143,127,151,134
05,Veneto,4,11,138,137,152,164,111
05,Veneto,4,12,136,120,139,142,120
05,Veneto,4,13,139,149,131,139,127
05,Veneto,4,14,135,133,143,139,133
05,Veneto,4,15,143,126,125,124,118
05,Veneto,4,16,136,141,121,114,119
05,Veneto,4,17,139,113,114,130,117
05,Veneto,4,18,131,121,125,143,136
05,Veneto,4,19,128,117,139,136,137
05,Veneto,4,20,154,115,137,126,132
05,Veneto,4,21,126,107,119,142,119
05,Veneto,4,22,139,113,140,135,115
05,Veneto,4,23,139,131,152,126,143
05,Veneto,4,24,124,116,129,143,124
05,Veneto,4,25,121,107,104,134,128
05,Veneto,4,26,127,119,129,141,135
05,Veneto,4,27,134,119,153,137,108
05,Veneto,4,28,133,118,115,133,120
05,Veneto,4,29,135,120,133,108,95
05,Veneto,4,30,119,127,134,124,111
06,Friuli-Venezia Giulia,1,1,63,40,57,45,32
06,Friuli-Venezia Giulia,1,2,56,46,54,45,44
06,Friuli-Venezia Giulia,1,3,47,23,50,52,49
06,Friuli-Venezia Giulia,1,4,53,48,62,39,49
06,Friuli-Venezia Giulia,1,5,70,41,46,57,55
06,Friuli-Venezia Giulia,1,6,40,54,55,44,40
06,Friuli-Venezia Giulia,1,7,38,38,59,38,38
06,Friuli-Venezia Giulia,1,8,54,52,57,58,37
06,Friuli-Venezia Giulia,1,9,65,47,59,32,45
06,Friuli-Venezia Giulia,1,10,54,39,63,38,43
06,Friuli-Venezia Giulia,1,11,60,60,50,42,35
06,Friuli-Venezia Giulia,1,12,44,49,60,46,43
06,Friuli-Venezia Giulia,1,13,46,43,73,44,44
06,Friuli-Venezia Giulia,1,14,51,50,62,34,36
06,Friuli-Venezia Giulia,1,15,52,49,68,52,52
06,Friuli-Venezia Giulia,1,16,50,49,63,45,58
06,Friuli-Venezia Giulia,1,17,62,30,66,52,37
06,Friuli-Venezia Giulia,1,18,54,47,54,53,46
06,Friuli-Venezia Giulia,1,19,53,45,62,63,47
06,Friuli-Venezia Giulia,1,20,56,28,65,46,44
06,Friuli-Venezia Giulia,1,21,48,37,52,55,42
06,Friuli-Venezia Giulia,1,22,55,59,53,49,41
06,Friuli-Venezia Giulia,1,23,50,50,71,38,57
06,Friuli-Venezia Giulia,1,24,49,45,54,43,52
06,Friuli-Venezia Giulia,1,25,42,46,65,38,51
06,Friuli-Venezia Giulia,1,26,44,46,42,43,40
06,Friuli-Venezia Giulia,1,27,48,32,57,41,52
06,Friuli-Venezia Giulia,1,28,45,46,49,42,64
06,Friuli-Venezia Giulia,1,29,57,51,54,40,51
06,Friuli-Venezia Giulia,1,30,53,49,56,56,62
06,Friuli-Venezia Giulia,1,31,47,40,42,37,42
06,Friuli-Venezia Giulia,2,1,62,45,56,44,59
06,Friuli-Venezia Giulia,2,2,56,49,67,50,65
06,Friuli-Venezia Giulia,2,3,43,36,76,43,46
06,Friuli-Venezia Giulia,2,4,45,48,48,43,34
06,Friuli-Venezia Giulia,2,5,54,47,40,37,50
06,Friuli-Venezia Giulia,2,6,42,38,45,48,46
06,Friuli-Venezia Giulia,2,7,45,37,50,52,37
06,Friuli-Venezia Giulia,2,8,36,47,43,47,51
06,Friuli-Venezia Giulia,2,9,60,33,54,53,59
06,Friuli-Venezia Giulia,2,10,38,47,50,44,50
06,Friuli-Venezia Giulia,2,11,36,48,44,55,53
06,Friuli-Venezia Giulia,2,12,52,46,46,59,54
06,Friuli-Venezia Giulia,2,13,46,47,56,50,36
06,Friuli-Venezia Giulia,2,14,60,36,55,44,34
06,Friuli-Venezia Giulia,2,15,41,52,42,59,33
06,Friuli-Venezia Giulia,2,16,59,46,47,46,42
06,Friuli-Venezia Giulia,2,17,57,51,62,48,57
06,Friuli-Venezia Giulia,2,18,46,36,40,29,48
06,Friuli-Venezia Giulia,2,19,48,40,44,54,47
06,Friuli-Venezia Giulia,2,20,44,45,49,54,59
06,Friuli-Venezia Giulia,2,21,46,54,43,53,50
06,Friuli-Venezia Giulia,2,22,55,49,61,46,47
06,Friuli-Venezia Giulia,2,23,58,34,47,44,33
06,Friuli-Venezia Giulia,2,24,52,36,42,54,41
06,Friuli-Venezia Giulia,2,25,41,38,45,42,42
06,Friuli-Venezia Giulia,2,26,51,62,40,48,41
06,Friuli-Venezia Giulia,2,27,50,33,43,51,41
06,Friuli-Venezia Giulia,2,28,48,42,35,47,48
06,Friuli-Venezia Giulia,2,29,0,52,0,0,0
06,Friuli-Venezia Giulia,3,1,52,31,47,51,49
06,Friuli-Venezia Giulia,3,2,38,36,36,55,35
06,Friuli-Venezia Giulia,3,3,31,48,37,50,31
06,Friuli-Venezia Giulia,3,4,51,51,29,57,51
06,Friuli-Venezia Giulia,3,5,50,55,48,59,30
06,Friuli-Venezia Giulia,3,6,53,36,48,59,33
06,Friuli-Venezia Giulia,3,7,48,33,46,50,36
06,Friuli-Venezia Giulia,3,8,31,43,46,43,35
06,Friuli-Venezia Giulia,3,9,37,43,43,57,45
06,Friuli-Venezia Giulia,3,10,47,40,49,52,33
06,Friuli-Venezia Giulia,3,11,63,36,52,45,43
06,Friuli-Venezia Giulia,3,12,51,48,36,52,44
06,Friuli-Venezia Giulia,3,13,38,35,49,57,39
06,Friuli-Venezia Giulia,3,14,43,34,41,50,49
06,Friuli-Venezia Giulia,3,15,52,37,46,43,36
06,Friuli-Venezia Giulia,3,16,52,52,42,39,41
06,Friuli-Venezia Giulia,3,17,37,49,45,35,45
06,Friuli-Venezia Giulia,3,18,46,41,29,36,40
06,Friuli-Venezia Giulia,3,19,48,33,45,44,33
06,Friuli-Venezia Giulia,3,20,37,44,47,35,29
06,Friuli-Venezia Giulia,3,21,54,33,39,41,42
06,Friuli-Venezia Giulia,3,22,44,50,44,51,40
06,Friuli-Venezia Giulia,3,23,42,43,33,35,43
06,Friuli-Venezia Giulia,3,24,36,46,33,43,47
06,Friuli-Venezia Giulia,3,25,34,42,45,41,42
06,Friuli-Venezia Giulia,3,26,39,36,36,49,50
06,Friuli-Venezia Giulia,3,27,37,39,31,38,50
06,Friuli-Venezia Giulia,3,28,46,43,43,44,33
06,Friuli-Venezia Giulia,3,29,36,38,40,48,27
06,Friuli-Venezia Giulia,3,30,34,50,41,45,31
06,Friuli-Venezia Giulia,3,31,58,36,49,37,38
06,Friuli-Venezia Giulia,4,1,46,33,40,48,38
06,Friuli-Venezia Giulia,4,2,38,46,42,39,35
06,Friuli-Venezia Giulia,4,3,40,39,28,52,40
06,Friuli-Venezia Giulia,4,4,49,37,54,26,42
06,Friuli-Venezia Giulia,4,5,33,35,43,36,32
06,Friuli-Venezia Giulia,4,6,49,47,39,34,34
06,Friuli-Venezia Giulia,4,7,31,40,32,43,39
06,Friuli-Venezia Giulia,4,8,42,44,41,41,37
06,Friuli-Venezia Giulia,4,9,37,32,39,47,41
06,Friuli-Venezia Giulia,4,10,50,40,31,35,37
06,Friuli-Venezia Giulia,4,11,43,32,46,44,40
06,Friuli-Venezia Giulia,4,12,47,44,42,38,39
06,Friuli-Venezia Giulia,4,13,42,40,40,45,43
06,Friuli-Venezia Giulia,4,14,46,39,40,35,43
06,Friuli-Venezia Giulia,4,15,42,37,32,41,33
06,Friuli-Venezia Giulia,4,16,40,31,26,39,33
06,Friuli-Venezia Giulia,4,17,33,36,37,41,33
06,Friuli-Venezia Giulia,4,18,39,38,35,40,41
06,Friuli-Venezia Giulia,4,19,36,31,41,41,35
06,Friuli-Venezia Giulia,4,20,36,43,45,46,41
06,Friuli-Venezia Giulia,4,21,54,40,34,36,31
06,Friuli-Venezia Giulia,4,22,32,30,33,43,30
06,Friuli-Venezia Giulia,4,23,35,32,38,32,39
06,Friuli-Venezia Giulia,4,24,33,41,34,33,45
06,Friuli-Venezia Giulia,4,25,43,38,32,38,30
06,Friuli-Venezia Giulia,4,26,39,35,37,38,40
06,Friuli-Venezia Giulia,4,27,52,41,37,36,42
06,Friuli-Venezia Giulia,4,28,30,47,36,36,33
06,Friuli-Venezia Giulia,4,29,46,34,41,47,42
06,Friuli-Venezia Giulia,4,30,45,47,35,43,42
07,Liguria,1,1,82,49,85,73,54
07,Liguria,1,2,73,64,81,81,67
07,Liguria,1,3,82,65,75,95,60
07,Liguria,1,4,76,59,63,78,64
07,Liguria,1,5,73,64,70,85,58
07,Liguria,1,6,54,66,76,87,70
07,Liguria,1,7,74,62,75,95,65
07,Liguria,1,8,68,59,96,86,76
07,Liguria,1,9,72,63,93,99,62
07,Liguria,1,10,80,55,89,81,67
07,Liguria,1,11,73,62,89,77,67
07,Liguria,1,12,75,64,84,84,68
07,Liguria,1,13,67,50,80,63,69
07,Liguria,1,14,86,66,88,66,75
07,Liguria,1,15,71,62,84,75,72
07,Liguria,1,16,60,62,83,81,70
07,Liguria,1,17,77,58,100,75,76
07,Liguria,1,18,60,56,73,86,62
07,Liguria,1,19,82,60,103,61,64
07,Liguria,1,20,65,76,77,76,64
07,Liguria,1,21,67,62,92,63,73
07,Liguria,1,22,76,64,95,82,75
07,Liguria,1,23,77,62,96,81,61
07,Liguria,1,24,64,51,107,82,77
07,Liguria,1,25,73,71,84,72,65
07,Liguria,1,26,71,70,86,75,61
07,Liguria,1,27,61,61,82,78,77
07,Liguria,1,28,77,56,76,87,62
07,Liguria,1,29,81,59,65,56,63
07,Liguria,1,30,68,72,88,76,70
07,Liguria,1,31,81,67,92,66,64
07,Liguria,2,1,82,83,82,73,71
07,Liguria,2,2,79,55,83,80,74
07,Liguria,2,3,69,48,62,62,81
07,Liguria,2,4,75,42,65,68,79
07,Liguria,2,5,76,70,67,66,84
07,Liguria,2,6,73,49,80,62,74
07,Liguria,2,7,77,68,82,70,67
07,Liguria,2,8,68,70,63,66,81
07,Liguria,2,9,84,60,75,70,62
07,Liguria,2,10,77,62,71,68,49
07,Liguria,2,11,76,63,58,74,70
07,Liguria,2,12,78,63,59,71,58
07,Liguria,2,13,82,62,62,64,79
07,Liguria,2,14,71,61,69,63,84
07,Liguria,2,15,89,58,81,60,62
07,Liguria,2,16,69,76,69,66,83
07,Liguria,2,17,84,49,63,62,79
07,Liguria,2,18,67,52,65,73,65
07,Liguria,2,19,54,62,73,74,71
07,Liguria,2,20,86,65,66,67,60
07,Liguria,2,21,82,67,59,65,58
07,Liguria,2,22,57,58,79,73,64
07,Liguria,2,23,74,65,55,74,63
07,Liguria,2,24,81,59,53,69,63
07,Liguria,2,25,64,66,51,73,61
07,Liguria,2,26,68,56,47,65,61
07,Liguria,2,27,81,63,60,70,64
07,Liguria,2,28,75,58,51,65,63
07,Liguria,2,29,0,51,0,0,0
07,Liguria,3,1,66,55,56,70,82
07,Liguria,3,2,82,74,67,69,59
07,Liguria,3,3,78,52,70,79,59
07,Liguria,3,4,83,64,60,78,64
07,Liguria,3,5,72,59,55,53,63
07,Liguria,3,6,62,57,61,85,63
07,Liguria,3,7,63,73,61,63,66
07,Liguria,3,8,73,59,64,73,60
07,Liguria,3,9,72,67,60,77,42
07,Liguria,3,10,53,70,53,74,56
07,Liguria,3,11,67,63,56,75,74
07,Liguria,3,12,66,56,49,70,71
07,Liguria,3,13,83,54,60,66,62
07,Liguria,3,14,81,73,61,62,52
07,Liguria,3,15,59,66,60,69,73
07,Liguria,3,16,56,56,53,65,68
07,Liguria,3,17,64,72,61,55,44
07,Liguria,3,18,72,62,67,59,47
07,Liguria,3,19,65,60,59,66,62
07,Liguria,3,20,65,65,61,54,50
07,Liguria,3,21,60,55,60,57,60
07,Liguria,3,22,55,61,63,61,61
07,Liguria,3,23,62,55,45,61,66
07,Liguria,3,24,64,58,56,65,67
07,Liguria,3,25,56,57,47,58,75
07,Liguria,3,26,72,65,52,65,63
07,Liguria,3,27,68,61,54,61,63
07,Liguria,3,28,54,49,64,63,54
07,Liguria,3,29,62,61,68,67,49
07,Liguria,3,30,64,43,65,57,64
07,Liguria,3,31,53,54,74,58,52
07,Liguria,4,1,71,47,56,49,56
07,Liguria,4,2,49,43,59,53,46
07,Liguria,4,3,58,65,58,60,82
07,Liguria,4,4,53,58,61,62,61
07,Liguria,4,5,60,62,63,65,51
07,Liguria,4,6,67,70,49,54,48
07,Liguria,4,7,50,57,54,63,52
07,Liguria,4,8,51,55,53,42,62
07,Liguria,4,9,67,64,62,65,59
07,Liguria,4,10,64,56,67,53,54
07,Liguria,4,11,58,61,62,50,71
07,Liguria,4,12,62,55,60,53,55
07,Liguria,4,13,57,68,54,60,69
07,Liguria,4,14,56,57,55,74,63
07,Liguria,4,15,69,61,56,56,54
07,Liguria,4,16,58,56,52,67,57
07,Liguria,4,17,67,50,51,58,57
07,Liguria,4,18,57,52,59,61,51
07,Liguria,4,19,58,51,57,58,63
07,Liguria,4,20,59,61,62,65,66
07,Liguria,4,21,56,54,73,62,74
07,Liguria,4,22,67,54,69,61,64
07,Liguria,4,23,55,60,64,39,63
07,Liguria,4,24,54,50,65,56,56
07,Liguria,4,25,56,57,59,57,49
07,Liguria,4,26,60,50,44,56,50
07,Liguria,4,27,54,61,66,47,41
07,Liguria,4,28,60,52,63,46,53
07,Liguria,4,29,59,42,58,61,50
07,Liguria,4,30,57,45,74,50,41
08,Emilia-Romagna,1,1,165,124,203,169,156
08,Emilia-Romagna,1,2,179,147,202,167,168
08,Emilia-Romagna,1,3,149,165,234,165,172
08,Emilia-Romagna,1,4,154,164,219,160,146
08,Emilia-Romagna,1,5,185,175,219,147,138
08,Emilia-Romagna,1,6,179,157,198,171,148
08,Emilia-Romagna,1,7,185,137,209,172,141
08,Emilia-Romagna,1,8,177,142,203,177,172
08,Emilia-Romagna,1,9,153,154,188,165,171
08,Emilia-Romagna,1,10,180,137,210,165,158
08,Emilia-Romagna,1,11,169,171,182,203,168
08,Emilia-Romagna,1,12,168,155,207,160,169
08,Emilia-Romagna,1,13,161,145,235,163,150
08,Emilia-Romagna,1,14,171,154,210,181,183
08,Emilia-Romagna,1,15,145,136,191,164,163
08,Emilia-Romagna,1,16,158,128,195,168,154
08,Emilia-Romagna,1,17,189,144,189,184,152
08,Emilia-Romagna,1,18,171,133,186,176,137
08,Emilia-Romagna,1,19,185,154,185,168,170
08,Emilia-Romagna,1,20,193,134,170,176,158
08,Emilia-Romagna,1,21,175,149,193,161,178
08,Emilia-Romagna,1,22,161,136,169,149,170
08,Emilia-Romagna,1,23,159,147,190,169,155
08,Emilia-Romagna,1,24,164,142,196,165,160
08,Emilia-Romagna,1,25,160,131,190,160,164
08,Emilia-Romagna,1,26,199,160,186,153,146
08,Emilia-Romagna,1,27,176,160,177,175,177
08,Emilia-Romagna,1,28,152,158,191,130,155
08,Emilia-Romagna,1,29,162,158,187,164,166
08,Emilia-Romagna,1,30,181,148,173,192,145
08,Emilia-Romagna,1,31,169,150,178,146,167
08,Emilia-Romagna,2,1,169,152,154,173,157
08,Emilia-Romagna,2,2,188,133,161,173,189
08,Emilia-Romagna,2,3,185,134,194,165,166
08,Emilia-Romagna,2,4,171,155,160,140,193
08,Emilia-Romagna,2,5,167,121,176,139,158
08,Emilia-Romagna,2,6,186,139,134,152,153
08,Emilia-Romagna,2,7,176,147,144,157,162
08,Emilia-Romagna,2,8,171,159,174,147,159
08,Emilia-Romagna,2,9,167,155,157,158,148
08,Emilia-Romagna,2,10,185,136,161,143,153
08,Emilia-Romagna,2,11,167,142,153,144,173
08,Emilia-Romagna,2,12,168,150,154,152,185
08,Emilia-Romagna,2,13,176,135,149,138,171
08,Emilia-Romagna,2,14,149,127,178,141,150
08,Emilia-Romagna,2,15,164,157,140,146,186
08,Emilia-Romagna,2,16,172,119,159,154,162
08,Emilia-Romagna,2,17,158,163,175,153,174
08,Emilia-Romagna,2,18,167,155,143,154,190
08,Emilia-Romagna,2,19,157,139,131,146,159
08,Emilia-Romagna,2,20,147,142,136,153,145
08,Emilia-Romagna,2,21,161,146,135,171,139
08,Emilia-Romagna,2,22,167,134,139,167,156
08,Emilia-Romagna,2,23,165,140,161,164,148
08,Emilia-Romagna,2,24,173,137,133,152,143
08,Emilia-Romagna,2,25,182,151,161,144,124
08,Emilia-Romagna,2,26,145,138,140,169,161
08,Emilia-Romagna,2,27,170,152,153,153,157
08,Emilia-Romagna,2,28,163,131,147,159,151
08,Emilia-Romagna,2,29,0,148,0,0,0
08,Emilia-Romagna,3,1,148,121,155,155,183
08,Emilia-Romagna,3,2,151,154,165,145,147
08,Emilia-Romagna,3,3,154,142,147,176,141
08,Emilia-Romagna,3,4,155,155,153,131,151
08,Emilia-Romagna,3,5,155,123,115,202,189
08,Emilia-Romagna,3,6,147,145,156,162,144
08,Emilia-Romagna,3,7,154,131,153,172,161
08,Emilia-Romagna,3,8,155,135,132,147,160
08,Emilia-Romagna,3,9,156,146,144,160,158
08,Emilia-Romagna,3,10,169,142,152,154,143
08,Emilia-Romagna,3,11,159,128,136,145,152
08,Emilia-Romagna,3,12,146,142,125,167,147
08,Emilia-Romagna,3,13,148,119,154,152,144
08,Emilia-Romagna,3,14,166,144,130,175,163
08,Emilia-Romagna,3,15,146,148,133,122,157
08,Emilia-Romagna,3,16,144,132,136,156,158
08,Emilia-Romagna,3,17,166,149,165,122,151
08,Emilia-Romagna,3,18,144,146,131,163,146
08,Emilia-Romagna,3,19,151,143,135,156,128
08,Emilia-Romagna,3,20,159,140,135,147,137
08,Emilia-Romagna,3,21,161,145,148,135,151
08,Emilia-Romagna,3,22,132,129,142,159,128
08,Emilia-Romagna,3,23,154,135,138,148,153
08,Emilia-Romagna,3,24,148,129,123,120,142
08,Emilia-Romagna,3,25,173,154,132,124,145
08,Emilia-Romagna,3,26,155,121,125,123,143
08,Emilia-Romagna,3,27,161,132,146,130,152
08,Emilia-Romagna,3,28,163,126,134,148,144
08,Emilia-Romagna,3,29,137,155,130,146,144
08,Emilia-Romagna,3,30,180,131,129,148,151
08,Emilia-Romagna,3,31,155,147,147,133,129
08,Emilia-Romagna,4,1,122,135,142,129,141
08,Emilia-Romagna,4,2,141,150,117,141,144
08,Emilia-Romagna,4,3,147,127,163,137,125
08,Emilia-Romagna,4,4,127,140,126,127,144
08,Emilia-Romagna,4,5,141,104,137,153,147
08,Emilia-Romagna,4,6,130,130,124,144,146
08,Emilia-Romagna,4,7,141,143,128,119,112
08,Emilia-Romagna,4,8,159,142,111,138,132
08,Emilia-Romagna,4,9,137,120,123,149,149
08,Emilia-Romagna,4,10,124,124,127,122,134
08,Emilia-Romagna,4,11,140,125,144,121,131
08,Emilia-Romagna,4,12,150,140,131,139,126
08,Emilia-Romagna,4,13,144,141,120,128,129
08,Emilia-Romagna,4,14,112,132,140,115,102
08,Emilia-Romagna,4,15,142,139,133,142,140
08,Emilia-Romagna,4,16,143,113,131,144,111
08,Emilia-Romagna,4,17,145,130,126,121,137
08,Emilia-Romagna,4,18,132,141,126,138,115
08,Emilia-Romagna,4,19,122,137,125,133,136
08,Emilia-Romagna,4,20,130,157,117,157,145
08,Emilia-Romagna,4,21,150,125,138,117,109
08,Emilia-Romagna,4,22,143,119,106,136,126
08,Emilia-Romagna,4,23,130,117,140,134,126
08,Emilia-Romagna,4,24,134,117,128,127,117
08,Emilia-Romagna,4,25,145,120,128,122,130
08,Emilia-Romagna,4,26,119,117,149,136,130
08,Emilia-Romagna,4,27,139,135,151,138,125
08,Emilia-Romagna,4,28,136,118,133,122,128
08,Emilia-Romagna,4,29,127,162,128,120,125
08,Emilia-Romagna,4,30,147,124,115,112,103
09,Toscana,1,1,141,116,180,157,133
09,Toscana,1,2,133,143,215,153,128
09,Toscana,1,3,163,117,182,134,141
09,Toscana,1,4,149,144,189,147,130
09,Toscana,1,5,168,139,182,148,114
09,Toscana,1,6,152,127,167,142,130
09,Toscana,1,7,143,117,178,132,133
09,Toscana,1,8,166,108,191,161,140
09,Toscana,1,9,165,125,163,150,143
09,Toscana,1,10,134,106,199,145,149
09,Toscana,1,11,146,142,179,138,142
09,Toscana,1,12,159,124,201,129,156
09,Toscana,1,13,150,115,191,136,135
09,Toscana,1,14,150,121,164,127,138
09,Toscana,1,15,133,117,170,129,137
09,Toscana,1,16,134,127,180,132,141
09,Toscana,1,17,156,126,159,176,156
09,Toscana,1,18,139,121,179,130,152
09,Toscana,1,19,134,132,165,142,147
09,Toscana,1,20,131,135,153,156,139
09,Toscana,1,21,160,149,162,140,125
09,Toscana,1,22,165,142,165,147,147
09,Toscana,1,23,128,126,154,157,148
09,Toscana,1,24,147,140,178,133,147
09,Toscana,1,25,141,130,176,143,129
09,Toscana,1,26,148,157,147,128,143
09,Toscana,1,27,164,156,145,144,132
09,Toscana,1,28,165,141,178,130,148
09,Toscana,1,29,175,118,152,120,149
09,Toscana,1,30,159,138,160,139,133
09,Toscana,1,31,146,132,141,143,142
09,Toscana,2,1,151,125,133,152,153
09,Toscana,2,2,159,126,167,132,148
09,Toscana,2,3,159,119,147,142,129
09,Toscana,2,4,150,127,172,135,148
09,Toscana,2,5,159,117,155,129,153
09,Toscana,2,6,145,124,150,134,129
09,Toscana,2,7,157,124,147,135,163
09,Toscana,2,8,146,114,119,166,147
09,Toscana,2,9,130,123,119,141,138
09,Toscana,2,10,170,121,136,134,161
09,Toscana,2,11,148,116,107,120,131
09,Toscana,2,12,173,114,129,139,142
09,Toscana,2,13,155,121,132,124,129
09,Toscana,2,14,149,132,143,132,150
09,Toscana,2,15,127,109,121,141,141
09,Toscana,2,16,149,111,126,145,130
09,Toscana,2,17,161,127,136,135,112
09,Toscana,2,18,157,136,126,134,164
09,Toscana,2,19,140,136,152,126,145
09,Toscana,2,20,126,112,123,144,136
09,Toscana,2,21,145,103,134,139,149
09,Toscana,2,22,148,114,131,145,138
09,Toscana,2,23,143,117,132,164,114
09,Toscana,2,24,133,135,149,129,124
09,Toscana,2,25,131,127,133,125,152
09,Toscana,2,26,145,97,124,130,159
09,Toscana,2,27,139,127,138,142,136
09,Toscana,2,28,161,120,132,118,140
09,Toscana,2,29,0,111,0,0,0
09,Toscana,3,1,141,117,120,121,150
09,Toscana,3,2,144,104,112,156,115
09,Toscana,3,3,142,131,134,153,138
09,Toscana,3,4,136,115,146,156,136
09,Toscana,3,5,122,129,111,139,158
09,Toscana,3,6,127,104,120,156,130
09,Toscana,3,7,128,130,126,125,146
09,Toscana,3,8,110,108,154,133,146
09,Toscana,3,9,162,112,109,121,127
09,Toscana,3,10,132,145,119,148,135
09,Toscana,3,11,147,116,89,125,132
09,Toscana,3,12,123,119,156,120,133
09,Toscana,3,13,130,128,120,117,130
09,Toscana,3,14,139,121,144,125,139
09,Toscana,3,15,135,126,108,120,138
09,Toscana,3,16,140,121,125,132,103
09,Toscana,3,17,147,128,132,131,103
09,Toscana,3,18,107,127,128,128,130
09,Toscana,3,19,145,130,140,132,107
09,Toscana,3,20,137,137,122,139,97
09,Toscana,3,21,147,115,108,109,147
09,Toscana,3,22,116,135,148,132,116
09,Toscana,3,23,142,116,126,121,142
09,Toscana,3,24,135,120,128,125,118
09,Toscana,3,25,137,126,114,96,135
09,Toscana,3,26,134,109,111,132,110
09,Toscana,3,27,131,117,120,136,125
09,Toscana,3,28,112,120,116,144,126
09,Toscana,3,29,105,116,106,129,139
09,Toscana,3,30,124,138,131,130,123
09,Toscana,3,31,130,122,115,119,107
09,Toscana,4,1,143,103,117,131,122
09,Toscana,4,2,111,118,118,121,130
09,Toscana,4,3,115,130,108,117,124
09,Toscana,4,4,142,136,115,114,131
09,Toscana,4,5,92,128,122,132,126
09,Toscana,4,6,108,135,115,123,105
09,Toscana,4,7,127,130,116,100,120
